model,source,num_predictions,rmse,mae,rfne,acc,max_abs_error,p99_abs_error_mean,p99_abs_error_max,psnr_global,psnr_mean,ssim_mean,peak_ratio_mean,rmse_reduction_percent,rfne_reduction_percent,acc_delta
SR,Interp,1200,0.03730328121778187,0.010567902625068083,1.05308043187412,0.3016730998264924,13.36616325378418,0.11150234298993557,0.2829527564346759,51.228083397390506,31.00361098624545,0.7384338538734304,0.8531893873435632,,,
SR,SR,1200,0.024240377697232893,0.008423015147824705,0.6843115828112587,0.7292496354109751,8.552190780639648,0.07565367650886005,0.179946503564715,54.97223643432939,34.13608830490228,0.804381038941711,0.8670440275833455,35.01810857853416,35.018108579439634,0.4275765355844827
