model,source,num_predictions,rmse,mae,rfne,acc,max_abs_error,p99_abs_error_mean,p99_abs_error_max,psnr_global,psnr_mean,ssim_mean,peak_ratio_mean,rmse_reduction_percent,rfne_reduction_percent,acc_delta
SR,Interp,1200,0.03730328121778187,0.010567902625068083,1.05308043187412,0.3016730998264924,13.36616325378418,0.11150234298993557,0.2829527564346759,51.228083397390506,31.00361098624545,0.7384338538734304,0.8531893873435632,,,
SR,SR,1200,0.022819594463765785,0.009094072587716542,0.6442025368438534,0.7659985776983976,8.837053298950195,0.07284561829559101,0.17851531058549863,55.49686564038788,34.452573877837985,0.7890321587639485,0.8861526557923995,38.82684386145549,38.826843862459455,0.46432547787190526
