model,source,num_predictions,rmse,mae,rfne,acc,max_abs_error,p99_abs_error_mean,p99_abs_error_max,psnr_global,psnr_mean,ssim_mean,peak_ratio_mean,rmse_reduction_percent,rfne_reduction_percent,acc_delta
E16_TemporalConsistency,Interp,1200,0.03730328121778187,0.010567902625068083,1.05308043187412,0.3016730998264924,13.36616325378418,0.11150234298993557,0.2829527564346759,51.228083397390506,31.00361098624545,0.7384338538734304,0.8531893873435632,,,
E16_TemporalConsistency,E16_TemporalConsistency,1200,0.022675890944430406,0.008949828534292697,0.6401457525808275,0.7691043786978384,8.465398788452148,0.07229727298117661,0.17219055861234583,55.55173688967475,34.509102072766936,0.7932890301579133,0.8884968658974569,39.21207410029846,39.21207410131238,0.46743127887134606
