model,subset,acc_mean,acc_median,active_missing_acc_mean,active_missing_acc_median,active_missing_rmse_mean,active_missing_rmse_median,count,high_power_ratio_mean,high_power_ratio_median,inactive_missing_rmse_mean,inactive_missing_rmse_median,low_power_ratio_mean,low_power_ratio_median,mae_mean,mae_median,max_abs_error_mean,max_abs_error_median,mid_power_ratio_mean,mid_power_ratio_median,missing_rmse_mean,missing_rmse_median,p99_abs_error_mean,p99_abs_error_median,peak_distance_px_mean,peak_distance_px_median,peak_ratio_mean,peak_ratio_median,rmse_mean,rmse_median,target_peak_ratio_mean,target_peak_ratio_median,total_power_ratio_mean,total_power_ratio_median
DirectActiveMissing,all,0.7213260339141478,0.7327655468917952,0.6166720205466072,0.6370665046303118,0.07149659451719126,0.029245134067347404,1200.0,0.5927021690251624,0.6316146846660039,0.0068545562810931075,0.006998725565447882,0.9314454299030105,0.9558675169598909,0.008590383429192671,0.008744380211176878,0.6177140823961236,0.4423019289970398,0.7150103730184796,0.7395119572150348,0.024393407991857814,0.022738104373230934,0.07201479681456567,0.06752807267010205,25.70876574937261,1.4142135623730951,0.8892743796624196,0.9152648693407813,0.021125311005827214,0.01969177602112003,0.6341772554375799,0.6574863279060411,0.6422006575489229,0.6597352765374263
DirectActiveMissing,energetic,0.7213260339141478,0.7327655468917952,0.6166720205466072,0.6370665046303118,0.07149659451719126,0.029245134067347404,1200.0,0.5927021690251624,0.6316146846660039,0.0068545562810931075,0.006998725565447882,0.9314454299030105,0.9558675169598909,0.008590383429192671,0.008744380211176878,0.6177140823961236,0.4423019289970398,0.7150103730184796,0.7395119572150348,0.024393407991857814,0.022738104373230934,0.07201479681456567,0.06752807267010205,25.70876574937261,1.4142135623730951,0.8892743796624196,0.9152648693407813,0.021125311005827214,0.01969177602112003,0.6341772554375799,0.6574863279060411,0.6422006575489229,0.6597352765374263
E18_DataConsistency,all,0.8430043544860365,0.8600924275563994,0.8062694943296579,0.8290476108331452,0.046151909777017094,0.02105920542564052,1200.0,0.8822487691771091,0.9043440041247652,0.007895900113655136,0.008319651545759161,1.0227908012635145,1.0215660253365144,0.006834856039709196,0.007226778906436491,0.39856629484148776,0.28214068757370114,0.9443691126063959,0.9401513885049492,0.017421655387893586,0.016028120726018134,0.054186091020610214,0.05080450894776727,17.665682099158683,1.0,0.9719412756565672,0.9999999999918501,0.015087596141893887,0.013880759723655586,0.8564011541632294,0.9229558386052072,0.9053164831714171,0.9156433434100939
E18_DataConsistency,energetic,0.8430043544860365,0.8600924275563994,0.8062694943296579,0.8290476108331452,0.046151909777017094,0.02105920542564052,1200.0,0.8822487691771091,0.9043440041247652,0.007895900113655136,0.008319651545759161,1.0227908012635145,1.0215660253365144,0.006834856039709196,0.007226778906436491,0.39856629484148776,0.28214068757370114,0.9443691126063959,0.9401513885049492,0.017421655387893586,0.016028120726018134,0.054186091020610214,0.05080450894776727,17.665682099158683,1.0,0.9719412756565672,0.9999999999918501,0.015087596141893887,0.013880759723655586,0.8564011541632294,0.9229558386052072,0.9053164831714171,0.9156433434100939
Interp,all,0.35137100466946675,0.33812810482920974,0.03543344669232545,0.008730350139300042,0.10699667198694836,0.04621628818731617,1200.0,0.15799034526598993,0.1583834109020421,0.007149505933770925,0.007403538094835344,3.913561525950971,3.508053111036882,0.010567902625068086,0.010431584388355317,1.0472945156367495,0.8826045319437981,1.885427543232989,1.8104856225513064,0.03890125756892273,0.03649330993784809,0.11150234298993557,0.0967414178885519,27.570027481831815,2.23606797749979,0.8531893873435632,0.8809030213915692,0.03368947729384877,0.03160413347435556,0.5042988541590608,0.43989136516432525,0.5699898785064325,0.5758144644276577
Interp,energetic,0.35137100466946675,0.33812810482920974,0.03543344669232545,0.008730350139300042,0.10699667198694836,0.04621628818731617,1200.0,0.15799034526598993,0.1583834109020421,0.007149505933770925,0.007403538094835344,3.913561525950971,3.508053111036882,0.010567902625068086,0.010431584388355317,1.0472945156367495,0.8826045319437981,1.885427543232989,1.8104856225513064,0.03890125756892273,0.03649330993784809,0.11150234298993557,0.0967414178885519,27.570027481831815,2.23606797749979,0.8531893873435632,0.8809030213915692,0.03368947729384877,0.03160413347435556,0.5042988541590608,0.43989136516432525,0.5699898785064325,0.5758144644276577
ResShift200ep,all,0.8430210728384883,0.8600962126216622,0.8062875305613123,0.8290497506292092,0.046115099817025315,0.021059676659095368,1200.0,0.8821716057974781,0.9042393190470531,0.007895877253215366,0.00831609849792359,1.0233889228738615,1.0215636865514666,0.00683486759445623,0.007227378882581476,0.3982560756132201,0.28213299065828323,0.9444603284367711,0.9401398450377586,0.01742048910707685,0.016027975484785954,0.054185754878489784,0.050791428848169506,17.747024875037102,1.0,0.9718955673385398,0.9999999999918501,0.015086586113078646,0.013880633941058842,0.8564327874377912,0.9234589576484968,0.9052978203914334,0.9155672000514665
ResShift200ep,energetic,0.8430210728384883,0.8600962126216622,0.8062875305613123,0.8290497506292092,0.046115099817025315,0.021059676659095368,1200.0,0.8821716057974781,0.9042393190470531,0.007895877253215366,0.00831609849792359,1.0233889228738615,1.0215636865514666,0.00683486759445623,0.007227378882581476,0.3982560756132201,0.28213299065828323,0.9444603284367711,0.9401398450377586,0.01742048910707685,0.016027975484785954,0.054185754878489784,0.050791428848169506,17.747024875037102,1.0,0.9718955673385398,0.9999999999918501,0.015086586113078646,0.013880633941058842,0.8564327874377912,0.9234589576484968,0.9052978203914334,0.9155672000514665
