label,rmse,mae,rfne,acc,ssim_mean,peak_ratio_mean,p99_abs_error_mean,max_abs_error,missing_rmse,active_missing_rmse,observed_rmse
regular25_sr,0.022614417363549442,0.008590383429192664,0.6384103388855809,0.7704077146127822,0.7914130253804271,0.8892743796624196,0.07201479681456567,8.661565780639648,0.026112879904823638,0.03649357426400297,0.0
random25_sr,0.02402533653317896,0.008976185157237505,0.6782409200030582,0.7355753343693321,0.7934884473966293,0.8630379799560518,0.07626146130599615,8.435075759887695,0.027742069029604445,0.0388384413715254,0.0
jittered25_sr,0.023178058144875568,0.00889636971680201,0.6543220511544159,0.7578573373664841,0.7991005734518986,0.8743604395886827,0.07461070428623585,8.121770858764648,0.026763716218473416,0.03734651187021259,0.0
